,Ligand SMILES,IC50 (nM),ref,inner_ID
143,O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1.O=C(O)C(F)(F)F,8,Pubchem&Chembl,id_143
144,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1,8,BindingDB,id_144
145,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC1CCCCC1)C(=O)NN(CCC(N)=O)C(=O)[C@@H](F)Cl,8,BindingDB,id_145
146,CC(C)C[C@H](NC(=O)c1nc2cc(Cl)ccc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)[C@@H](F)Cl,8,BindingDB,id_146
147,C[C@H]([C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)C(F)F)OC(C)(C)C,8.1,Pubchem&Chembl,id_147
148,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C1CC1,8.4,Pubchem&Chembl,id_148
149,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.5,Pubchem&Chembl,id_149
150,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,8.5,BindingDB,id_150
151,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(=O)Cc1c(C)cccc1Cl,8.82,BindingDB,id_151
152,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(=O)Cc1c(C)cccc1F,8.91,BindingDB,id_152
153,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,9,Pubchem&Chembl,id_153
154,Cc1cncc(-n2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)c1,9,Pubchem&Chembl,id_154
155,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(CC(F)F)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,9,Pubchem&Chembl,id_155
156,CC(OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC1CCNC1=O)C=O,9,BindingDB,id_156
157,COc1cc(Cl)cc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCCNC3=O)cc12,9.1,Pubchem&Chembl,id_157
158,C1C[C@H]2CN([C@H]([C@@H]2C1)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=O)C(=O)COC4=CC=C(C=C4)Cl,9.2,Pubchem&Chembl,id_158
159,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)COc1ccc(Cl)cc1,9.2,Pubchem&Chembl,id_159
160,Clc1ccc(OCC(=O)N2C[C@@H]3CCC[C@H]3[C@@H]2C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)cc1,9.2,BindingDB,id_160
161,Clc1ccc(OCC(=O)N2CC3CCCC3[C@@H]2C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)cc1,9.2,BindingDB,id_161
162,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,9.3,Pubchem&Chembl,id_162
163,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)NN(C[C@@H]3CCNC3=O)C(=O)[C@H](F)Cl)cc12,9.5,Pubchem&Chembl,id_163
164,CC(C)C[C@@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=O)C2(C)C)NC(=O)C4=CC5=CC=CC=C5N4,9.57,Pubchem&Chembl,id_164
165,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(=O)c1cccnc1,9.57,BindingDB,id_165
166,C1CNC(=O)[C@@H]1CC(C(=O)C(=O)NC2CC2)NC(=O)[C@H](CC3CC3)NC(=O)/C=C/C4=C(C=C(C=C4)Cl)Cl,10,Pubchem&Chembl,id_166
167,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C,10,Pubchem&Chembl,id_167
168,CC[C@H](CC(=O)N[C@@H](CC(C)(C)C)C(=O)NC(C[C@@H]1CCNC1=O)C(=O)C(=O)NC2CC2)C3=CC=CC=C3,10,Pubchem&Chembl,id_168
169,CCNC(=O)C(=O)C(C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)(C)C)NC(=O)/C=C/C2=C(C=C(C=C2)Cl)Cl,10,Pubchem&Chembl,id_169
170,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)n1,10,Pubchem&Chembl,id_170
171,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3F)c2=O)n1,10,Pubchem&Chembl,id_171
172,COC(=O)CC[C@H](NC(=O)[C@H](CC(=O)OC)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)OC)C(=O)CF)C(C)C,10,Pubchem&Chembl,id_172
173,Cc1ccc(C)c(c1)-n1sc2cc(F)ccc2c1=O,10,BindingDB,id_173
174,COC(=O)CC[C@H](NC(=O)[C@H](CC(=O)OC)NC(=O)OCc1ccccc1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)OC)C(=O)CF,10,BindingDB,id_174
175,CCCCC1CCC(CC1)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,10,BindingDB,id_175
176,CC(C)C[C@H](N(C)C(=O)c1cc2cc(F)ccc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)[C@H](F)Cl,10,BindingDB,id_176
177,CC[C@H](CC(=O)N[C@@H](CC(C)(C)C)C(=O)NC(C[C@@H]1CCNC1=O)C(=O)C(=O)NC1CC1)c1ccccc1,10,BindingDB,id_177
178,Clc1ccc(\C=C\C(=O)N[C@@H](CC2CC2)C(=O)NC(C[C@@H]2CCNC2=O)C(=O)C(=O)NC2CC2)c(Cl)c1,10,BindingDB,id_178
179,CCNC(=O)C(=O)C(C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)(C)C)NC(=O)\C=C\c1ccc(Cl)cc1Cl,10,BindingDB,id_179
180,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=CC=CC=C3N2,10.2,Pubchem&Chembl,id_180
181,C=C(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,11,Pubchem&Chembl,id_181
182,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(=O)Cc1ccccc1Cl,11,BindingDB,id_182
183,CC1(C)[C@H]2CN([C@@H]([C@@H]12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)C(=O)[C@H](CC(F)F)NC(=O)C(F)(F)F,11,BindingDB,id_183
184,CC[C@@H]([C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C[C@@H]1CCNC1=O)C#N)C2(C)C)C(F)(F)F,11,BindingDB,id_184
185,Cc1cc(no1)C(=O)N[C@@H](CC12CC(C1)C2)C(=O)NN(C[C@H]1CCNC1=O)C(=O)[C@H](F)Cl,11,BindingDB,id_185
186,CC1([C@@H]2[C@H]1[C@@H](N(C2)C(=O)COC3=CC(=C(C=C3)Cl)Cl)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C,12,Pubchem&Chembl,id_186
187,Cn1cc2cc(Nc3nc(=O)n(-c4cncc5c4COC5)c(=O)n3Cc3cc(Cl)c(F)cc3F)c(Cl)cc2n1,12,Pubchem&Chembl,id_187
188,CC1(C)[C@H]2CN([C@H]([C@@H]12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C(=O)COc1ccc(Cl)c(Cl)c1,12,BindingDB,id_188
189,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCNC1=O)C(O)S([O-])(=O)=O,12,BindingDB,id_189
190,CC1(C)C2CN([C@H](C12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C(=O)COc1ccc(Cl)c(Cl)c1,12,BindingDB,id_190
191,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(Cl)c(Cl)c3)C[C@@H]21,12.4,Pubchem&Chembl,id_191
192,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)C3(C)OCCCO3)cc12,12.5,Pubchem&Chembl,id_192
193,C1CNC(=O)[C@@H]1CC(C(=O)C(=O)N)NC(=O)[C@H](CC2CC2)NC(=O)/C=C/C3=C(C=C(C=C3)Cl)F,13,Pubchem&Chembl,id_193
194,CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,13,Pubchem&Chembl,id_194
195,CC(C)(C)C[C@@H](C(=O)NC(C[C@@H]1CCNC1=O)C(=O)C(=O)NC2CC2)NC(=O)C[C@H](C3=CC=CC=C3)C(F)(F)F,13,Pubchem&Chembl,id_195
196,CC(C)C[C@@H](C(=O)NC(C[C@@H]1CCNC1=O)C(=O)C(=O)N)NC(=O)/C=C/C2=C(C=C(C=C2)Cl)F,13,Pubchem&Chembl,id_196
197,CC[C@@H](CC(=O)N[C@@H](CC1CC1)C(=O)NC(C[C@@H]2CCNC2=O)C(=O)C(=O)NC3CC3)C4=CC=CC=C4,13,Pubchem&Chembl,id_197
198,CC1([C@@H]2[C@H]1[C@@H](N(C2)C(=O)COC3=C(C=C(C=C3)Br)Cl)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C,13,Pubchem&Chembl,id_198
199,CC1([C@@H]2[C@H]1[C@@H](N(C2)C(=O)COC3=C(C=C(C=C3)Cl)Cl)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C,13,Pubchem&Chembl,id_199
200,CC1([C@@H]2[C@H]1[C@@H](N(C2)C(=O)COC3=CC(=C(C=C3)F)F)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C,13,Pubchem&Chembl,id_200
201,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(Cl)cc3Cl)C[C@@H]21,13,Pubchem&Chembl,id_201
202,CCNC(=O)C(=O)C(C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)(C)C)NC(=O)/C=C/C2=C(C=C(C=C2)Cl)F,13,Pubchem&Chembl,id_202
203,CCNC(=O)C(=O)C(C[C@@H]1CCNC1=O)NC(=O)[C@H](CC2CC2)NC(=O)/C=C/C3=C(C=C(C=C3)Cl)Cl,13,Pubchem&Chembl,id_203
204,CCNC(=O)C(=O)C(C[C@@H]1CCNC1=O)NC(=O)[C@H](CC2CC2)NC(=O)/C=C/C3=C(C=C(C=C3)Cl)F,13,Pubchem&Chembl,id_204
205,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCCNC3=O)cc12,13,Pubchem&Chembl,id_205
206,CC1(C)[C@H]2CN([C@H]([C@@H]12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C(=O)COc1ccc(F)c(F)c1,13,BindingDB,id_206
207,CC1(C)[C@H]2CN([C@H]([C@@H]12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C(=O)COc1ccc(Br)cc1Cl,13,BindingDB,id_207
208,CC1(C)[C@H]2CN([C@H]([C@@H]12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C(=O)COc1ccc(Cl)cc1Cl,13,BindingDB,id_208
209,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C1(C)OCCCO1,13,BindingDB,id_209
210,CC(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)C2(C)C,13,BindingDB,id_210
211,CC1(C)C2CN([C@H](C12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C(=O)COc1ccc(F)c(F)c1,13,BindingDB,id_211
212,CC1(C)C2CN([C@H](C12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C(=O)COc1ccc(Br)cc1Cl,13,BindingDB,id_212
213,CC1(C)C2CN([C@H](C12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C(=O)COc1ccc(Cl)cc1Cl,13,BindingDB,id_213
214,Cn1cnc(Cn2c(=O)[nH]\c(=N/c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,13,BindingDB,id_214
215,CC(C)(C)C[C@H](NC(=O)c1nc2ccccc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)[C@H](F)Cl,13,BindingDB,id_215
216,CC(C)C[C@H](NC(=O)c1cc2ccncc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)C(F)Cl,13,BindingDB,id_216
217,Cc1cc(no1)C(=O)N[C@@H](CC1CCC1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)[C@H](F)Cl,13,BindingDB,id_217
218,NC(=O)C(=O)C(C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)\C=C\c1ccc(Cl)cc1F,13,BindingDB,id_218
219,CC(C)(C)C[C@H](NC(=O)C[C@H](c1ccccc1)C(F)(F)F)C(=O)NC(C[C@@H]1CCNC1=O)C(=O)C(=O)NC1CC1,13,BindingDB,id_219
220,CC(C)C[C@H](NC(=O)\C=C\c1ccc(Cl)cc1F)C(=O)NC(C[C@@H]1CCNC1=O)C(=O)C(N)=O,13,BindingDB,id_220
221,CCNC(=O)C(=O)C(C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)\C=C\c1ccc(Cl)cc1F,13,BindingDB,id_221
222,CCNC(=O)C(=O)C(C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)(C)C)NC(=O)\C=C\c1ccc(Cl)cc1F,13,BindingDB,id_222
223,CCNC(=O)C(=O)C(C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)\C=C\c1ccc(Cl)cc1Cl,13,BindingDB,id_223
224,CC[C@@H](CC(=O)N[C@@H](CC1CC1)C(=O)NC(C[C@@H]1CCNC1=O)C(=O)C(=O)NC1CC1)c1ccccc1,13,BindingDB,id_224
225,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(F)c(F)c3)C[C@@H]21,13.2,Pubchem&Chembl,id_225
226,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(Br)cc3Cl)C[C@@H]21,13.3,Pubchem&Chembl,id_226
227,CC(C)C[C@H](NC(=O)c1cc2c(OC(F)(F)F)cccc2[nH]1)C(=O)N[C@H](C#N)C[C@@H]1CCCNC1=O,13.7,Pubchem&Chembl,id_227
228,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)s1,13.7,Pubchem&Chembl,id_228
229,CC(C)C[C@H](NC(=O)c1cc2cnccc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)CCl,14,Pubchem&Chembl,id_229
230,Cc1cncc(-n2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)c1,14,Pubchem&Chembl,id_230
231,CCn1cc2cc(Nc3nc(=O)n(Cc4ncn(C)n4)c(=O)n3Cc3cc(F)c(F)cc3F)c(Cl)cc2n1,14,Pubchem&Chembl,id_231
232,COc1cc(Cl)cc2[nH]c(C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCCNC3=O)cc12,14,Pubchem&Chembl,id_232
233,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C(F)(F)F)cc(C)nc3C)cc12,14,Pubchem&Chembl,id_233
234,O=C(CCl)N1N=C(c2cc(Cl)ccc2F)C(c2ccccc2)C1c1ccc2nccnc2c1,14,Pubchem&Chembl,id_234
235,Fc1ccc2cc([nH]c2c1)C(=O)C(=O)On1nnc2ccccc12,14,BindingDB,id_235
236,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)c1c(C)nc(C)cc1C(F)(F)F,14,BindingDB,id_236
237,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(=O)c1cccnc1C,14,BindingDB,id_237
238,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(=O)Cc1ccccc1CN(C)C,14,BindingDB,id_238
239,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(=O)c1c(C)ccnc1CN(C)C,14,BindingDB,id_239
240,CC1(C)[C@H]2CN([C@@H]([C@@H]12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)C(=O)[C@H](Cn1cccn1)NC(=O)C(F)(F)F,14,BindingDB,id_240
241,COc1cc2cc(nc2c[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)NN(CCC(N)=O)C(=O)CCl,14,BindingDB,id_241
242,CC(C)C[C@H](NC(=O)c1cc2c(Cl)cccc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)[C@@H](F)Cl,14,BindingDB,id_242
243,O=C(Sc1ncccn1)c1ccc(-c2ccc(Br)cc2)s1,14.4,Pubchem&Chembl,id_243
244,COc1ccc(OCC(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)C3(C)C)cc1OC,14.5,Pubchem&Chembl,id_244
245,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,15,Pubchem&Chembl,id_245
246,CC1([C@@H]2[C@H]1[C@@H](N(C2)C(=O)COC3=CC(=C(C=C3)OC)OC)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C,15,Pubchem&Chembl,id_246
247,CC1([C@@H]2[C@H]1[C@@H](N(C2)C(=O)COC3=CC=C(C=C3)OC(F)(F)F)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C,15,Pubchem&Chembl,id_247
248,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(OC(F)(F)F)cc3)C[C@@H]21,15,Pubchem&Chembl,id_248
249,Cn1cnc(Cn2c(=O)nc(NC3=CC4CCOC4C=C3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)n1,15,Pubchem&Chembl,id_249
250,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,15,BindingDB,id_250
251,COc1ccc(OCC(=O)N2C[C@H]3[C@@H]([C@@H]2C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)C3(C)C)cc1OC,15,BindingDB,id_251
252,CC1(C)[C@H]2CN([C@H]([C@@H]12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C(=O)COc1ccc(OC(F)(F)F)cc1,15,BindingDB,id_252
253,CC1(C)[C@H]2CN([C@@H]([C@@H]12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)C(=O)[C@@H](Cc1ccccn1)NC(=O)C(F)(F)F,15,BindingDB,id_253
254,COc1ccc(OCC(=O)N2CC3C([C@@H]2C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)C3(C)C)cc1OC,15,BindingDB,id_254
255,CC1(C)C2CN([C@H](C12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C(=O)COc1ccc(OC(F)(F)F)cc1,15,BindingDB,id_255
256,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)NN(CCC(N)=O)C(=O)C(F)Cl,15,BindingDB,id_256
257,Cc1cc(no1)C(=O)N[C@@H](CC1(C)CC1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)C(F)Cl,15,BindingDB,id_257
258,COc1ccc(OCC(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)C3(C)C)cc1,15.2,Pubchem&Chembl,id_258
259,O=c1c2ccccc2[se]n1-c1cc(Cl)ccc1F,15.24,Pubchem&Chembl,id_259
260,O=C(Sc1ncccn1)c1cc2ccccc2s1,15.5,Pubchem&Chembl,id_260
261,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)NN(C[C@H]3CCNC3=O)C(=O)[C@H](F)Cl)cc12,15.6,Pubchem&Chembl,id_261
262,C[C@@H](CC(=O)N[C@@H](CC(C)(C)C)C(=O)NC(C[C@@H]1CCNC1=O)C(=O)C(=O)NC2CC2)C3=CC=CC=C3,16,Pubchem&Chembl,id_262
263,C[C@H](CC(=O)N[C@@H](CC(C)(C)C)C(=O)NC(C[C@@H]1CCNC1=O)C(=O)C(=O)NC2CC2)C3=CC=CC=C3,16,Pubchem&Chembl,id_263
264,C1=CC=C2C(=C1)C=NC=C2N3C(=O)C4=CC(C=CC4=[N+](C3=O)CC#N)C(F)(F)F,16,Pubchem&Chembl,id_264
265,C1CNC(=O)[C@@H]1CC(C(=O)C(=O)NC2CC2)NC(=O)[C@H](CC3CC3)NC(=O)OCC4=CC=CC=C4,16,Pubchem&Chembl,id_265
266,CC(C)(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,16,Pubchem&Chembl,id_266
267,CC(C)C[C@H](NC(=O)OCc1cccc(C(F)(F)F)c1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],16,Pubchem&Chembl,id_267
268,CC1(C)[C@H]2CN([C@@H]([C@@H]12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)C(=O)[C@H](CCC(F)(F)F)NC(=O)C(F)(F)F,16,BindingDB,id_268
269,C[C@@H](CC(=O)N[C@@H](CC(C)(C)C)C(=O)NC(C[C@@H]1CCNC1=O)C(=O)C(=O)NC1CC1)c1ccccc1,16,BindingDB,id_269
270,C[C@H](CC(=O)N[C@@H](CC(C)(C)C)C(=O)NC(C[C@@H]1CCNC1=O)C(=O)C(=O)NC1CC1)c1ccccc1,16,BindingDB,id_270
271,O=C(N[C@@H](CC1CC1)C(=O)NC(C[C@@H]1CCNC1=O)C(=O)C(=O)NC1CC1)OCc1ccccc1,16,BindingDB,id_271
272,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)CCc3cccc(F)c3)C[C@@H]21,16.5,Pubchem&Chembl,id_272
273,C1=CC(=CC(=C1)C#N)CN2C3=C(C=CC=C3Br)C(=O)C2=O,17,Pubchem&Chembl,id_273
274,C1C[C@H]2CN([C@H]([C@@H]2C1)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=O)C(=O)CCC4=CC(=C(C=C4)F)F,17,Pubchem&Chembl,id_274
275,C1C[C@H]2CN([C@H]([C@@H]2C1)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=O)C(=O)COC4=C(C=C(C=C4)Cl)Cl,17,Pubchem&Chembl,id_275
276,CC(C)(C)C[C@H](NC(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,17,Pubchem&Chembl,id_276
277,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CC1CCNC1=O)C(=O)CCl,17,Pubchem&Chembl,id_277
278,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CCC(N)=O)C(=O)CCl,17,Pubchem&Chembl,id_278
279,CC1([C@@H]2[C@H]1[C@@H](N(C2)C(=O)CCC3=CC(=CC=C3)F)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C,17,Pubchem&Chembl,id_279
280,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COC(=O)c3c(C(F)(F)F)cc(C)nc3C)cc12,17,Pubchem&Chembl,id_280
281,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CNC(=O)c1ccccc1C#N,17,BindingDB,id_281
282,CC1(C)[C@H]2CN([C@H]([C@@H]12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C(=O)CCc1cccc(F)c1,17,BindingDB,id_282
283,Fc1ccc(CCC(=O)N2C[C@@H]3CCC[C@H]3[C@@H]2C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)cc1F,17,BindingDB,id_283
284,Clc1ccc(OCC(=O)N2C[C@@H]3CCC[C@H]3[C@@H]2C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)c(Cl)c1,17,BindingDB,id_284
285,Brc1cccc2C(=O)C(=O)N(Cc3cccc(c3)C#N)c12,17,BindingDB,id_285
286,CC(C)[C@H](NS(=O)(=O)C(F)(F)F)C(=O)N1CC[C@H](C[C@@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)C(C)(C)C,17,BindingDB,id_286
287,COc1cccc2[nH]c(cc12)C(=O)NC(CC(C)C)C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)c1ccccc1C#N,17,BindingDB,id_287
288,CC1(C)C2CN([C@H](C12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C(=O)CCc1cccc(F)c1,17,BindingDB,id_288
289,Fc1ccc(CCC(=O)N2CC3CCCC3[C@@H]2C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)cc1F,17,BindingDB,id_289
290,Clc1ccc(OCC(=O)N2CC3CCCC3[C@@H]2C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)c(Cl)c1,17,BindingDB,id_290
