,Ligand SMILES,IC50 (nM),ref,inner_ID
6238,Cn1ncc2cc(N(C(=O)c3c[nH]cn3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)ccc21,99000,Moonshot,id_6238
6239,COC(=O)C(c1ccccc1Cl)N1CCC(S)/C(=C/C(=O)O)C1,99000,Moonshot,id_6239
6240,COC(=O)c1c(C)nn(-c2ccccc2)c1-c1cc(C)on1,99000,Moonshot,id_6240
6241,COC(=O)c1sccc1NC(=O)Nc1cn(CC(C)C)c(=O)c2ccccc12,99000,Moonshot,id_6241
6242,COc1cc(Cl)c(C)cc1NC(=O)Nc1cn(C)c(=O)c2ccccc12,99000,Moonshot,id_6242
6243,COc1cc(Cl)c(C)cc1NC(=O)Nc1cn(CC(C)C)c(=O)c2ccccc12,99000,Moonshot,id_6243
6244,COc1cc(N(C(=O)c2c[nH]cn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)ccc1S(=O)(=O)N(C)C,99000,Moonshot,id_6244
6245,COc1cc2c(cc1OC)C(C)N(C(=O)Nc1cn(C)c(=O)c3ccccc13)CC2,99000,Moonshot,id_6245
6246,COc1ccc(N2C(=O)CCS2(=O)=O)cc1S(=O)(=O)Nc1cccc2cccnc12,99000,Moonshot,id_6246
6247,COc1ccc(NC(=O)Nc2cn(C)c(=O)c3ccccc23)c(OC)c1,99000,Moonshot,id_6247
6248,COc1ccc(NC(=O)Nc2cn(C)c(=O)c3ccccc23)cc1OC,99000,Moonshot,id_6248
6249,COc1ccc(OC)c(CCNC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)c1,99000,Moonshot,id_6249
6250,COc1ccc(OC)c(CNC(=O)Nc2cn(C)c(=O)c3ccccc23)c1,99000,Moonshot,id_6250
6251,COc1ccc(OC)c(CNC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)c1,99000,Moonshot,id_6251
6252,COc1ccc2n[nH]c(NC(=O)C3CCOc4ccc(Cl)cc43)c2c1,99000,Moonshot,id_6252
6253,COc1ccc2nc(NC(=O)Nc3cn(CC(C)C)c(=O)c4ccccc34)sc2c1,99000,Moonshot,id_6253
6254,COc1ccccc1CN(C(=O)c1c[nH]cn1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,99000,Moonshot,id_6254
6255,CS(=O)(=O)N(CCc1ccccc1)CC1CCN(C(=O)CCl)CC1,99000,Moonshot,id_6255
6256,Nc1n[nH]c2cc(O)nc(O)c12,99000,Moonshot,id_6256
6257,NS(=O)(=O)c1ccc(N2CCC([C@@H]3CCCO3)CC2)cc1,99000,Moonshot,id_6257
6258,O=C(c1cc(=O)[nH]c2ccc(F)cc12)N1CCN(S(=O)(=O)c2cccc(Cl)c2)CC1,99000,Moonshot,id_6258
6259,O=C(Cc1cccc(Cl)c1)N[C@H]1CCNC1=O,99000,Moonshot,id_6259
6260,O=C(COc1ccccc1F)Nc1ncnc2[nH]cnc12,99000,Moonshot,id_6260
6261,O=C(Nc1[nH]nc2cc(F)ccc12)C1CCOc2ccc(Cl)cc21,99000,Moonshot,id_6261
6262,O=C(Nc1c[nH]nc1-c1ccccn1)c1cccc2nccn12,99000,Moonshot,id_6262
6263,O=C(Nc1cccnc1)N(CCN1CCOCC1)c1cccc(Cl)c1,99000,Moonshot,id_6263
6264,O=C(Nc1nncn1C1CC1)[C@@H]1CCOc2ccc(Cl)cc21,99000,Moonshot,id_6264
6265,O=C(Nc1nncn1C1CC1)[C@H]1CCOc2ccc(Cl)cc21,99000,Moonshot,id_6265
6266,O=C(Nc1nncn1C1CC1)C1CCOc2c(F)cccc21,99000,Moonshot,id_6266
6267,O=C(Nc1nncn1C1CC1)C1CCOc2ccccc21,99000,Moonshot,id_6267
6268,O=C(NCc1coc2ccccc12)C1CCc2nnc(-c3ccc(O)cc3)n2C1,99000,Moonshot,id_6268
6269,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)C1CCC2(CCO2)CC1,99000,Moonshot,id_6269
6270,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1ccc2c(c1)CCCS2(=O)=O,99000,Moonshot,id_6270
6271,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1ccc2c(c1)COCC2,99000,Moonshot,id_6271
6272,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1ccc2ncsc2c1,99000,Moonshot,id_6272
6273,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)C1CCC2OCCC2C1,99000,Moonshot,id_6273
6274,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1cccc(C2COC2)c1,99000,Moonshot,id_6274
6275,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1cccc(Oc2cccnn2)c1,99000,Moonshot,id_6275
6276,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)C1CCCCCC1,99000,Moonshot,id_6276
6277,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1cnc(C2CCC2)nc1,99000,Moonshot,id_6277
6278,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cnc[nH]1)C1CCCC2(CCC2)C1,99000,Moonshot,id_6278
6279,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cnc[nH]1)C1CCN(c2ccccc2)C1,99000,Moonshot,id_6279
6280,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cnc[nH]1)C1CCN(c2ccccc2F)C1,99000,Moonshot,id_6280
6281,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1ccccc1)C(=O)c1c[nH]cn1,99000,Moonshot,id_6281
6282,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1cccnc1)C(=O)c1c[nH]cn1,99000,Moonshot,id_6282
6283,O=C(O)C12CC(CNCc3ccc4c(c3)OCC4)(C1)OC2c1ccccc1,99000,Moonshot,id_6283
6284,O=C1C(Nc2ncnc3[nH]cnc23)CCN1Cc1ccccc1,99000,Moonshot,id_6284
6285,O=C1CC(NC(=O)C2CCOc3ccc(Cl)cc32)CCN1,99000,Moonshot,id_6285
6286,O=C1CC(NC(=O)Cc2cccc(Cl)c2)CN1,99000,Moonshot,id_6286
6287,O=C1CCCCC(C(=O)Nc2ccc(-c3nc[nH]n3)cc2F)N1,99000,Moonshot,id_6287
6288,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(N=C2)C#N,99000,Pubchem&Chembl,id_6288
6289,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)[S-])O)O)O)O.[Au+],99000,Pubchem&Chembl,id_6289
6290,C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)O)N,99000,Pubchem&Chembl,id_6290
6291,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O)O)O)O,99000,Pubchem&Chembl,id_6291
6292,C[C@H](C(=O)N[C@H](CCCN=C(N)N)C(=O)N)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@@H](C(=O)O)N)NC(=O)C,99000,Pubchem&Chembl,id_6292
6293,C[C@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,99000,Pubchem&Chembl,id_6293
6294,C[C@H]1C[C@@H](C2=C(O1)C=CC(=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,99000,Pubchem&Chembl,id_6294
6295,C[N+]1=C(C=C(N=C1C#N)OC)OC,99000,Pubchem&Chembl,id_6295
6296,C[N+]1=C(N(C=C1)CCCC2=CC(=CC=C2)Cl)C#N,99000,Pubchem&Chembl,id_6296
6297,C=CC(=O)NC1=C(C=CC(=C1)C(=O)NC[C@H](CC2=CC=CC=C2)C3=CC=CC=N3)O,99000,Pubchem&Chembl,id_6297
6298,C=CC(=O)NC1=CC(=C(C=C1)O)C(=O)NC[C@H](C2=CC3=CC=CC=C3C=C2)O,99000,Pubchem&Chembl,id_6298
6299,C=CC(=O)NCC(=O)N(C[C@@H]1CCCO1)CC2=CC=CC=C2O,99000,Pubchem&Chembl,id_6299
6300,C=CC(=O)NCC(=O)N(CC1=CC=CC=C1)C[C@]2(CN3CCC2CC3)O,99000,Pubchem&Chembl,id_6300
6301,C=CC(=O)NCC(=O)N(CC1=CC=CC=C1)C[C@@H](C2=CC=CS2)O,99000,Pubchem&Chembl,id_6301
6302,C=CC(=O)NCC(=O)N(CCN1CCOCC1)CC2=C(C=CS2)Br,99000,Pubchem&Chembl,id_6302
6303,C=CC(=O)NCC1=CC=C(C=C1)C(=O)N[C@H](CO)C2=CC(=C(C=C2)Br)F,99000,Pubchem&Chembl,id_6303
6304,C=CC(=O)NCCC(=O)N(CC1=CC=CC=C1)CC2=NC(=O)C3C=CC=CC3=N2,99000,Pubchem&Chembl,id_6304
6305,C1=C(C=NC(=N1)C#N)Br,99000,Pubchem&Chembl,id_6305
6306,C1=C(C=NC(=N1)C#N)Cl,99000,Pubchem&Chembl,id_6306
6307,C1=C(C=NC(=N1)C#N)F,99000,Pubchem&Chembl,id_6307
6308,C1=C2C(=C(NC1=O)O)C(=NN2)N,99000,Pubchem&Chembl,id_6308
6309,C1=CC(=CC(=C1)Cl)C(CO)NC(=O)CCl,99000,Pubchem&Chembl,id_6309
6310,C1=CC(=CC(=C1)Cl)CC(=O)N2C3=C(C(=N2)N)N=CC=C3,99000,Pubchem&Chembl,id_6310
6311,C1=CC(=CC(=C1)Cl)CC(=O)N2C3=C(C=CC(=C3)F)C(=N2)N,99000,Pubchem&Chembl,id_6311
6312,C1=CC(=CC(=C1)Cl)CC(=O)NC2=C3C=CC=C(C3=CN=C2)Cl,99000,Pubchem&Chembl,id_6312
6313,C1=CC(=CC(=C1)Cl)CC(=O)NC2=CC=CC3=C2NN=C3,99000,Pubchem&Chembl,id_6313
6314,C1=CC(=CC(=C1)Cl)CC(=O)NC2=CN=CC=C2,99000,Pubchem&Chembl,id_6314
6315,C1=CC(=CC(=C1)Cl)CC(=O)NC2=CNN=C2,99000,Pubchem&Chembl,id_6315
6316,C1=CC(=CC(=C1)Cl)CC(=O)NC2=NNC3=C2C(=NC=C3)Br,99000,Pubchem&Chembl,id_6316
6317,C1=CC(=CC(=C1)Cl)CC(=O)NC2=NNC3=C2C=NC=C3,99000,Pubchem&Chembl,id_6317
6318,C1=CC(=CC(=C1)Cl)CC(=O)NC2=NNC3=C2N=CC=C3,99000,Pubchem&Chembl,id_6318
6319,C1=CC(=CC(=C1)Cl)CC(CN2C=NC=N2)O,99000,Pubchem&Chembl,id_6319
6320,C1=CC(=CC(=C1)Cl)CCCN2C=CN=C2C#N,99000,Pubchem&Chembl,id_6320
6321,C1=CC(=CC(=C1)Cl)CCN2C=CN=C2C#N,99000,Pubchem&Chembl,id_6321
6322,C1=CC(=CC(=C1)F)CCNC(=O)C(C2=CN=CC=C2)N(C3=CC(=CC=C3)OC4=NN=CC=C4)C(=O)C5=CN=CN5,99000,Pubchem&Chembl,id_6322
6323,C1=CC(=CC(=C1)F)CCNC(=O)C(C2=CN=CC=C2)N(C3=CC4=C(C=C3)N=CS4)C(=O)C5=CN=CN5,99000,Pubchem&Chembl,id_6323
6324,C1=CC(=CC(=C1)F)CCNC(=O)C(C2=CN=CC=C2)N(CC3=CN=CC=C3)C(=O)C4=CN=CN4,99000,Pubchem&Chembl,id_6324
6325,C1=CC(=CC=C1N2C=NN=C2)N(CC3=CSC=C3)C(=O)CN4C=C(N=N4)CN,99000,Pubchem&Chembl,id_6325
6326,C1=CC(=CN=C1)NC(=O)NC2=CC(=CC(=C2)C#N)Cl,99000,Pubchem&Chembl,id_6326
6327,C1=CC=C(C(=C1)OCC(=O)NC2=NC=NC3=C2NC=N3)F,99000,Pubchem&Chembl,id_6327
6328,C1=CC=C(C=C1)C2=NC=C(C=C2)N(CC3=CSC=N3)C(=O)CN4C=C(N=N4)CN,99000,Pubchem&Chembl,id_6328
6329,C1=CC=C(C=C1)C2=NC=C(C=N2)N(CC3=CC=CC=N3)C(=O)CN4C5=CC=CC=C5N=N4,99000,Pubchem&Chembl,id_6329
6330,C1=CC=C(C=C1)CN(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CN=CN4,99000,Pubchem&Chembl,id_6330
6331,C1=CC=C2C(=C1)C(=CN=N2)NC(=O)CC3=CC(=CC=C3)Cl,99000,Pubchem&Chembl,id_6331
6332,C1=CC=C2C(=C1)C(=NN2)NC(=O)CC3=CC(=CC=C3)Cl,99000,Pubchem&Chembl,id_6332
6333,C1=CC=C2C(=C1)C(=NN2C(=O)CC3=CC(=CC=C3)Cl)N,99000,Pubchem&Chembl,id_6333
6334,C1=CC=C2C(=C1)C(=O)N(C=N2)NC(=O)CC3=CC(=CC=C3)Cl,99000,Pubchem&Chembl,id_6334
6335,C1=CC=C2C(=C1)C(C(=O)N2)NC(=O)CC3=CC(=CC=C3)Cl,99000,Pubchem&Chembl,id_6335
6336,C1=CC=C2C(=C1)C=NC=C2NC(=O)CC3=NC(=CC=C3)Cl,99000,Pubchem&Chembl,id_6336
6337,C1=CC=C2C(=C1)N=C(O2)SCC3=NC4=C(N3CCO)C=C(C=C4)Cl,99000,Pubchem&Chembl,id_6337
6338,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC=CC=N3)C4=CC=C(C=C4)N5C=NN=C5,99000,Pubchem&Chembl,id_6338
6339,C1=CC2=C(C=C1[N+](=O)[O-])C(=O)C(=O)N2CC(=O)O,99000,Pubchem&Chembl,id_6339
6340,C1=CC2=C(N=CN2C=C1)NC(=O)CC3=CC(=CC=C3)Cl,99000,Pubchem&Chembl,id_6340
6341,C1=CN=C(N=C1Cl)C#N,99000,Pubchem&Chembl,id_6341
6342,C1C(C(=O)NC1=O)NC(=O)CC2=CC(=CC=C2)Cl,99000,Pubchem&Chembl,id_6342
6343,C1C(C(NN1)C2=CC=CC=N2)NC(=O)C3=CC=CC4=NC=CN43,99000,Pubchem&Chembl,id_6343
6344,C1C(CNC1=O)NC(=O)CC2=CC(=CC=C2)Cl,99000,Pubchem&Chembl,id_6344
6345,C1C(CO1)C2=CC(=CC=C2)N(C(C3=CN=CC=C3)C(=O)NCCC4=CC(=CC=C4)F)C(=O)C5=CN=CN5,99000,Pubchem&Chembl,id_6345
6346,C1C(NC1=O)OC2=CC(=CC(=C2)CC(=O)NC3=CC(=O)N=C4C3C=CC=C4)Cl,99000,Pubchem&Chembl,id_6346
6347,C1C(NC1=O)OC2=CC(=CC(=C2)CC(=O)NN3C=NC4=CC=CC=C43)Cl,99000,Pubchem&Chembl,id_6347
6348,C1C(NC1=O)OC2=CC(=CC(=C2)CC(=O)NN3C=NC4=CC=CC=C4C3=O)Cl,99000,Pubchem&Chembl,id_6348
6349,C1C[C@H](N(C1)C(=O)[C@@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N,99000,Pubchem&Chembl,id_6349
6350,C1C[C@H](OC1)C2CCN(CC2)C3=CC=C(C=C3)S(=O)(=O)N,99000,Pubchem&Chembl,id_6350
6351,C1C2=CC=CC=C2C(=O)N1[C@H](C3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)F,99000,Pubchem&Chembl,id_6351
6352,C1C2=CC=CC=C2C(=O)N1[C@H](C3=CC=CC=C3)C(=O)NC4=CC=NC=C4,99000,Pubchem&Chembl,id_6352
6353,C1C2=CC=CC=C2C(=O)N1[C@H](C3=CC=CC=C3)C(=O)NCCC4=CC=CC=C4,99000,Pubchem&Chembl,id_6353
6354,C1CC(=O)N(C1)C2=CC=CC(=C2)NC(=O)CCl,99000,Pubchem&Chembl,id_6354
6355,C1CC(=O)N(C1)CC2=CC(=CC=C2)C(=O)N3CCC(CC3)C4CCNC4,99000,Pubchem&Chembl,id_6355
6356,C1CC(C(=O)NC1)NC(=O)CC2=CC(=CC=C2)Cl,99000,Pubchem&Chembl,id_6356
6357,C1CC(C1)C2=NC=C(C=N2)N(C(C3=CN=CC=C3)C(=O)NCCC4=CC(=CC=C4)F)C(=O)C5=CN=CN5,99000,Pubchem&Chembl,id_6357
6358,C1CC(CC2(C1)CCC2)N(C(C3=CN=CC=C3)C(=O)NCCC4=CC(=CC=C4)F)C(=O)C5=CN=CN5,99000,Pubchem&Chembl,id_6358
6359,C1CC1N2C=NN=C2NC(=O)C3CCOC4=C3C=C(C=C4)Cl,99000,Pubchem&Chembl,id_6359
6360,C1CC1N2C=NN=C2NC(=O)C3CCOC4=C3C=CC=C4F,99000,Pubchem&Chembl,id_6360
6361,C1CC1N2C=NN=C2NC(=O)C3CCOC4=CC=CC=C34,99000,Pubchem&Chembl,id_6361
6362,C1CC2(CCC1N(C(C3=CN=CC=C3)C(=O)NCCC4=CC(=CC=C4)F)C(=O)C5=CN=CN5)CCO2,99000,Pubchem&Chembl,id_6362
6363,C1CC2=C(C=CC(=C2)N(C(C3=CN=CC=C3)C(=O)NCCC4=CC(=CC=C4)F)C(=O)C5=CN=CN5)S(=O)(=O)C1,99000,Pubchem&Chembl,id_6363
6364,C1CC2=NN=C(N2CC1C(=O)NCC3=COC4=CC=CC=C43)C5=CC=C(C=C5)O,99000,Pubchem&Chembl,id_6364
6365,C1CC2C(C(C1)F)C(NN2)NC(=O)C3CCOC4=C3C=C(C=C4)Cl,99000,Pubchem&Chembl,id_6365
6366,C1CC2C(CC1F)C(CC(=O)N2)C(=O)N3CCN(CC3)S(=O)(=O)C4=CC(=CC=C4)Cl,99000,Pubchem&Chembl,id_6366
6367,C1CC2C(CC1F)NNC2NC(=O)C3CCOC4=C3C=C(C=C4)Cl,99000,Pubchem&Chembl,id_6367
6368,C1CC2C(CCO2)CC1N(C(C3=CN=CC=C3)C(=O)NCCC4=CC(=CC=C4)F)C(=O)C5=CN=CN5,99000,Pubchem&Chembl,id_6368
6369,C1CC2CNNC2C(C1)NC(=O)C3CCOC4=C3C=C(C=C4)Cl,99000,Pubchem&Chembl,id_6369
6370,C1CCC(=O)NC(C1)C(=O)NC2=C(C=C(C=C2)C3=NC=NN3)F,99000,Pubchem&Chembl,id_6370
6371,C1CCC2C(C1)C(NN2)NC(=O)C3CCOC4=C3C=C(C=C4)Cl,99000,Pubchem&Chembl,id_6371
6372,C1CCCC(CC1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CN=CN4,99000,Pubchem&Chembl,id_6372
6373,C1CN(C(=O)C1NC2=NC=NC3=C2NC=N3)CC4=CC=CC=C4,99000,Pubchem&Chembl,id_6373
6374,C1CN(CC1N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CN=CN4)C5=CC=CC=C5,99000,Pubchem&Chembl,id_6374
6375,C1CN(CC1N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CN=CN4)C5=CC=CC=C5F,99000,Pubchem&Chembl,id_6375
6376,C1CN(CCN1)C(=O)CN(C2=CC=C(C=C2)C3=CC=CC=C3)C(=O)CN4C=C(N=N4)CN,99000,Pubchem&Chembl,id_6376
6377,C1CN(CCN1)C(=O)CN(C2=CC=C(C=C2)C3=CC=CC=C3)C(=O)CN4C5=CC=CC=C5N=N4,99000,Pubchem&Chembl,id_6377
6378,C1CNC(=O)[C@H]1NC(=O)CC2=CC(=CC=C2)Cl,99000,Pubchem&Chembl,id_6378
6379,C1CNC(=O)CC1NC(=O)C2CCOC3=C2C=C(C=C3)Cl,99000,Pubchem&Chembl,id_6379
6380,C1CNC(=O)N(C1)C2=CC=CC(=C2)C(=O)N3CCC(CC3)C4CCNC4,99000,Pubchem&Chembl,id_6380
6381,C1CNCC1C2CCN(CC2)C(=O)C3=CC4=C(C=C3)N=C(N4)C(F)F,99000,Pubchem&Chembl,id_6381
6382,C1CNCC1C2CCN(CC2)C(=O)C3=CC4=C(C=C3)NC(=O)CC4,99000,Pubchem&Chembl,id_6382
6383,C1COC2=C([C@@H]1C(=O)NC3=NN=CN3C4CC4)C=C(C=C2)Cl,99000,Pubchem&Chembl,id_6383
6384,C1COC2=C([C@H]1C(=O)NC3=NN=CN3C4CC4)C=C(C=C2)Cl,99000,Pubchem&Chembl,id_6384
6385,C1COC2=C(C=CC(=C2C1C(=O)NC3=CN=CC4=CC=CC=C43)Cl)O,99000,Pubchem&Chembl,id_6385
6386,C1COC2=C(C1C(=O)NC3=NNC4=C3N=CC=C4)C=C(C=C2)Cl,99000,Pubchem&Chembl,id_6386
6387,C1COC2=C(C1C(=O)NC3C4=CC=CC=C4N=N3)C=C(C=C2)Cl,99000,Pubchem&Chembl,id_6387
6388,C1COC2=C1C=CC(=C2)CNCC34CC(C3)(C(O4)C5=CC=CC=C5)C(=O)O,99000,Pubchem&Chembl,id_6388
6389,C1COCC2=C1C=CC(=C2)N(C(C3=CN=CC=C3)C(=O)NCCC4=CC(=CC=C4)F)C(=O)C5=CN=CN5,99000,Pubchem&Chembl,id_6389
6390,C1COCCN1C2=CC=C(C=C2)C(CC3=CC(=CC=C3)Cl)C(=O)NN4C=NC5=CC=CC=C54,99000,Pubchem&Chembl,id_6390
6391,C1COCCN1CCN(C2=CC(=CC=C2)Cl)C(=O)NC3=CN=CC=C3,99000,Pubchem&Chembl,id_6391
6392,CC(=O)C1=CC(=CC=C1)NC(=O)NC2=CN(C(=O)C3=CC=CC=C32)C,99000,Pubchem&Chembl,id_6392
6393,CC(=O)N(CC(=O)NC1=CC(=C(C=C1)F)Cl)C2=CC(=CC=C2)Cl,99000,Pubchem&Chembl,id_6393
6394,CC(=O)N(CC(=O)NC1=CC(=C(C=C1)F)Cl)C2=CC=CC(=C2)C(F)(F)F,99000,Pubchem&Chembl,id_6394
6395,CC(=O)N(CC(=O)NC1=CC(=C(C=C1)F)Cl)C2=CC=CC(=C2)C#N,99000,Pubchem&Chembl,id_6395
6396,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,99000,Pubchem&Chembl,id_6396
6397,CC(C)(C)C1=CC(=NO1)N(C(C2=CN=CC=C2)C(=O)NC(C)(C)C)C(=O)C=C,99000,Pubchem&Chembl,id_6397
6398,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CC=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CC=CO4,99000,Pubchem&Chembl,id_6398
6399,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NC(C)(C)C)C(=O)C=C,99000,Pubchem&Chembl,id_6399
6400,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CN=CC=C4,99000,Pubchem&Chembl,id_6400
6401,CC(C)(C)NC(=O)C(C1=CN=CC=C1)N(C2=CC=C(C=C2)CCC#N)C(=O)C=C,99000,Pubchem&Chembl,id_6401
6402,CC(C)(C)NC(=O)C(C1=CN=CC=C1)N(CC2=CC=CC=C2Cl)C(=O)C=C,99000,Pubchem&Chembl,id_6402
6403,CC(C)(C)NC(=O)C(C1=CN=CC2=CC=CC=C21)N(CC3=CC=CC=C3Cl)C(=O)C=C,99000,Pubchem&Chembl,id_6403
6404,CC(C)(C)NS(=O)(=O)C1=CC=CC=C1CNC(=O)C=C,99000,Pubchem&Chembl,id_6404
6405,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O,99000,Pubchem&Chembl,id_6405
6406,CC(C)[C@@H](C(=O)N1CCC[C@H]1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,99000,Pubchem&Chembl,id_6406
6407,CC(C)C(C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)N,99000,Pubchem&Chembl,id_6407
6408,CC(C)C[C@H](C(=O)N[C@H](CCCCN)C(=O)N1CCC(CC1)(C(=O)O)N)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CC3=CC=CC=C3)N,99000,Pubchem&Chembl,id_6408
6409,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)N)C(=O)NC(C(C)O)C(=O)N,99000,Pubchem&Chembl,id_6409
6410,CC(C)CN1C=C(C2=CC=CC=C2C1=O)NC(=O)N3CCC(C3)C4=CC=CC=C4,99000,Pubchem&Chembl,id_6410
6411,CC(C)CN1C=C(C2=CC=CC=C2C1=O)NC(=O)N3CCC(CC3)CC4=CC=CC=C4,99000,Pubchem&Chembl,id_6411
6412,CC(C)CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NC3=C(SC=C3)C(=O)OC,99000,Pubchem&Chembl,id_6412
6413,CC(C)CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NC3=CN=CC=C3,99000,Pubchem&Chembl,id_6413
6414,CC(C)CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NC3=NC4=C(S3)C=C(C=C4)OC,99000,Pubchem&Chembl,id_6414
6415,CC(C)CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NC3=NC4=CC=CC=C4S3,99000,Pubchem&Chembl,id_6415
6416,CC(C)CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NC3CCCC4=CC=CC=C34,99000,Pubchem&Chembl,id_6416
6417,CC(C)CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NC3CCCCCC3,99000,Pubchem&Chembl,id_6417
6418,CC(C)CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NCC3=C(C=CC(=C3)OC)OC,99000,Pubchem&Chembl,id_6418
6419,CC(C)CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NCC3=CC4=C(C=C3)OCO4,99000,Pubchem&Chembl,id_6419
6420,CC(C)CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NCC3CCCO3,99000,Pubchem&Chembl,id_6420
6421,CC(C)CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NCCC3=C(C=CC(=C3)OC)OC,99000,Pubchem&Chembl,id_6421
6422,CC(C)CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NCCC3=CCCCC3,99000,Pubchem&Chembl,id_6422
